date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
23/04/2020,Los Angeles,County,10257557,1029,23569,53,966,8966,202518,1147,25768,1148,17548,69,784,
24/04/2020,Los Angeles,County,10257557,1061,24630,45,1011,12600,215118,1309,27077,1005,18553,52,836,
25/04/2020,Los Angeles,County,10257557,932,25562,44,1055,11296,226414,1119,28196,591,19144,45,881,
26/04/2020,Los Angeles,County,10257557,634,26196,46,1101,5245,231659,575,28771,426,19570,20,901,
27/04/2020,Los Angeles,County,10257557,1149,27345,42,1143,16598,248257,1394,30165,886,20456,30,931,
28/04/2020,Los Angeles,County,10257557,1017,28362,58,1201,15177,263434,1298,31463,573,21029,53,984,
29/04/2020,Los Angeles,County,10257557,1065,29427,46,1247,15478,278912,1285,32748,1531,22560,59,1043,
30/04/2020,Los Angeles,County,10257557,977,30404,52,1299,21979,300891,1228,33976,724,23284,56,1099,
01/05/2020,Los Angeles,County,10257557,1007,31411,41,1340,22372,323263,1195,35171,1022,24306,56,1155,
02/05/2020,Los Angeles,County,10257557,754,32165,50,1390,16983,340246,842,36013,649,24955,37,1192,
03/05/2020,Los Angeles,County,10257557,528,32693,44,1434,7712,347958,529,36542,753,25708,18,1210,
04/05/2020,Los Angeles,County,10257557,983,33676,48,1482,21552,369510,1029,37571,535,26243,25,1235,
05/05/2020,Los Angeles,County,10257557,1301,34977,39,1521,23027,392537,1477,39048,1624,27867,54,1289,12971
06/05/2020,Los Angeles,County,10257557,1069,36046,54,1575,27087,419624,1392,40440,820,28687,58,1347,15375
07/05/2020,Los Angeles,County,10257557,1003,37049,51,1626,24922,444546,1280,41720,857,29544,52,1399,14400
08/05/2020,Los Angeles,County,10257557,1122,38171,51,1677,22248,466794,1336,43056,813,30357,48,1447,16799
09/05/2020,Los Angeles,County,10257557,729,38900,56,1733,15160,481954,973,44029,911,31268,52,1499,18066
10/05/2020,Los Angeles,County,10257557,623,39523,35,1768,6256,488210,496,44525,443,31711,15,1514,16053
11/05/2020,Los Angeles,County,10257557,1260,40783,33,1801,21657,509867,1436,45961,568,32279,39,1553,17897
12/05/2020,Los Angeles,County,10257557,1178,41961,50,1851,25652,535519,1563,47524,1002,33281,48,1601,17117
13/05/2020,Los Angeles,County,10257557,996,42957,46,1897,26068,561587,1427,48951,1293,34574,42,1643,20699
14/05/2020,Los Angeles,County,10257557,1310,44267,34,1931,30060,591647,1967,50918,853,35427,50,1693,10699
15/05/2020,Los Angeles,County,10257557,1176,45443,47,1978,30862,622509,1843,52761,890,36317,41,1734,21030
16/05/2020,Los Angeles,County,10257557,787,46230,56,2034,18926,641435,1096,53857,1035,37352,44,1778,25422
17/05/2020,Los Angeles,County,10257557,577,46807,45,2079,7652,649087,582,54439,644,37996,29,1807,23918
18/05/2020,Los Angeles,County,10257557,1234,48041,50,2129,27887,676974,1873,56312,481,38477,18,1825,19890
19/05/2020,Los Angeles,County,10257557,1021,49062,50,2179,25967,702941,1706,58018,1193,39670,81,1906,19815
20/05/2020,Los Angeles,County,10257557,1207,50269,32,2211,26841,729782,2100,60118,1262,40932,49,1955,17763
21/05/2020,Los Angeles,County,10257557,996,51265,30,2241,25328,755110,1670,61788,1131,42063,41,1996,17304
22/05/2020,Los Angeles,County,10257557,1040,52305,50,2291,26525,781635,1555,63343,962,43025,31,2027,21880
23/05/2020,Los Angeles,County,10257557,793,53098,37,2328,17817,799452,1096,64439,1004,44029,42,2069,25591
24/05/2020,Los Angeles,County,10257557,541,53639,42,2370,6788,806240,523,64962,925,44954,16,2085,26450
25/05/2020,Los Angeles,County,10257557,1014,54653,32,2402,7114,813354,785,65747,998,45952,9,2094,17700
26/05/2020,Los Angeles,County,10257557,1816,56469,42,2444,31339,844693,2699,68446,1808,47760,27,2121,12592
27/05/2020,Los Angeles,County,10257557,1468,57937,54,2498,28417,873110,2018,70464,951,48711,56,2177,23498
28/05/2020,Los Angeles,County,10257557,1378,59315,33,2531,26778,899888,1854,72318,1150,49861,45,2222,24562
29/05/2020,Los Angeles,County,10257557,1578,60893,37,2568,27463,927351,1951,74269,1717,51578,51,2273,21092
30/05/2020,Los Angeles,County,10257557,956,61849,40,2608,17208,944559,1230,75499,2049,53627,46,2319,19783
31/05/2020,Los Angeles,County,10257557,536,62385,34,2642,6990,951549,473,75972,1298,54925,25,2344,29312
01/06/2020,Los Angeles,County,10257557,1289,63674,44,2686,20103,971652,1376,77348,974,55899,23,2367,20258
02/06/2020,Los Angeles,County,10257557,1465,65139,33,2719,22510,994162,1711,79059,1245,57144,63,2430,23949
03/06/2020,Los Angeles,County,10257557,1401,66540,46,2765,24991,1019153,1814,80873,1022,58166,42,2472,18526
04/06/2020,Los Angeles,County,10257557,1606,68146,48,2813,26300,1045453,1778,82651,1430,59596,43,2515,21664
05/06/2020,Los Angeles,County,10257557,1468,69614,41,2854,30147,1075600,1853,84504,1359,60955,38,2553,26754
06/06/2020,Los Angeles,County,10257557,1148,70762,38,2892,21831,1097431,1406,85910,1314,62269,54,2607,15535
07/06/2020,Los Angeles,County,10257557,747,71509,38,2930,8015,1105446,577,86487,1481,63750,22,2629,20108
08/06/2020,Los Angeles,County,10257557,1703,73212,39,2969,29957,1135403,2125,88612,884,64634,11,2640,18779
09/06/2020,Los Angeles,County,10257557,1462,74674,41,3010,32712,1168115,1886,90498,1193,65827,52,2692,21582
10/06/2020,Los Angeles,County,10257557,1657,76331,27,3037,31063,1199178,2208,92706,1191,67018,60,2752,21944
11/06/2020,Los Angeles,County,10257557,1520,77851,26,3063,29547,1228725,2125,94831,1789,68807,48,2800,28287
12/06/2020,Los Angeles,County,10257557,1668,79519,33,3096,30623,1259348,1937,96768,1578,70385,14,2814,25671
13/06/2020,Los Angeles,County,10257557,1408,80927,31,3127,18232,1277580,1544,98312,1553,71938,60,2874,27703
14/06/2020,Los Angeles,County,10257557,1039,81966,29,3156,8569,1286149,755,99067,994,72932,13,2887,25688
15/06/2020,Los Angeles,County,10257557,2326,84292,34,3190,31335,1317484,2492,101559,773,73705,21,2908,22774
16/06/2020,Los Angeles,County,10257557,2188,86480,25,3215,29794,1347278,2483,104042,1346,75051,34,2942,26694
17/06/2020,Los Angeles,County,10257557,2322,88802,41,3256,29316,1376594,2730,106772,2115,77166,31,2973,33707
18/06/2020,Los Angeles,County,10257557,2307,91109,31,3287,29792,1406386,2797,109569,1078,78244,36,3009,30883
19/06/2020,Los Angeles,County,10257557,2264,93373,37,3324,30522,1436908,2637,112206,1328,79572,38,3047,27162
20/06/2020,Los Angeles,County,10257557,1979,95352,39,3363,17634,1454542,2070,114276,2032,81604,46,3093,28413
21/06/2020,Los Angeles,County,10257557,1572,96924,32,3395,9415,1463957,1096,115372,1779,83383,8,3101,30062
22/06/2020,Los Angeles,County,10257557,2877,99801,30,3425,33441,1497398,2973,118345,2542,85925,16,3117,30242
23/06/2020,Los Angeles,County,10257557,2896,102697,22,3447,35313,1532711,3222,121567,2508,88433,35,3152,44916
24/06/2020,Los Angeles,County,10257557,2936,105633,41,3488,37131,1569842,3454,125021,1133,89566,34,3186,32263
25/06/2020,Los Angeles,County,10257557,2758,108391,28,3516,42165,1612007,3793,128814,1958,91524,53,3239,25003
26/06/2020,Los Angeles,County,10257557,2765,111156,33,3549,41763,1653770,3689,132503,1804,93328,36,3275,33200
27/06/2020,Los Angeles,County,10257557,2165,113321,26,3575,27367,1681137,2730,135233,2013,95341,16,3291,30682
28/06/2020,Los Angeles,County,10257557,1741,115062,42,3617,10985,1692122,1158,136391,2662,98003,25,3316,39044
29/06/2020,Los Angeles,County,10257557,3204,118266,36,3653,41396,1733518,3756,140147,2843,100846,21,3337,40877
30/06/2020,Los Angeles,County,10257557,3050,121316,38,3691,41619,1775137,3896,144043,2794,103640,41,3378,31902
01/07/2020,Los Angeles,County,10257557,3591,124907,32,3723,44726,1819863,4210,148253,1685,105325,30,3408,25666
02/07/2020,Los Angeles,County,10257557,3205,128112,44,3767,47937,1867800,4168,152421,1819,107144,50,3458,39193
03/07/2020,Los Angeles,County,10257557,2019,130131,33,3800,19792,1887592,1933,154354,92,107236,3,3461,39173
04/07/2020,Los Angeles,County,10257557,1517,131648,30,3830,7311,1894903,987,155341,20,107256,1,3462,47727
05/07/2020,Los Angeles,County,10257557,1816,133464,44,3874,10972,1905875,1323,156664,7877,115133,33,3495,37795
06/07/2020,Los Angeles,County,10257557,3220,136684,36,3910,37729,1943604,3442,160106,1574,116707,46,3541,31812
07/07/2020,Los Angeles,County,10257557,3613,140297,34,3944,48172,1991776,4433,164539,4319,121026,47,3588,35852
08/07/2020,Los Angeles,County,10257557,3568,143865,39,3983,49836,2041612,4501,169040,2436,123462,62,3650,25334
09/07/2020,Los Angeles,County,10257557,3212,147077,36,4019,49114,2090726,4478,173518,1600,125062,48,3698,33697
10/07/2020,Los Angeles,County,10257557,3267,150344,43,4062,47843,2138569,4138,177656,2441,127503,52,3750,34726
11/07/2020,Los Angeles,County,10257557,2418,152762,33,4095,32521,2171090,3173,180829,2976,130479,52,3802,52392
12/07/2020,Los Angeles,County,10257557,1718,154480,30,4125,12462,2183552,1398,182227,3351,133830,14,3816,54142
13/07/2020,Los Angeles,County,10257557,3422,157902,57,4182,52520,2236072,4583,186810,2538,136368,13,3829,55810
14/07/2020,Los Angeles,County,10257557,3238,161140,50,4232,54132,2290204,4420,191230,4264,140632,71,3900,52752
15/07/2020,Los Angeles,County,10257557,3135,164275,39,4271,56216,2346420,4156,195386,2711,143343,46,3946,43363
16/07/2020,Los Angeles,County,10257557,3465,167740,48,4319,58882,2405302,4268,199654,4416,147759,48,3994,55771
17/07/2020,Los Angeles,County,10257557,3250,170990,38,4357,55028,2460330,4249,203903,2722,150481,58,4052,47307
18/07/2020,Los Angeles,County,10257557,2370,173360,32,4389,34407,2494737,3016,206919,2784,153265,36,4088,49142
19/07/2020,Los Angeles,County,10257557,1446,174806,39,4428,19075,2513812,1212,208131,2774,156039,12,4100,50632
20/07/2020,Los Angeles,County,10257557,3441,178247,42,4470,65403,2579215,4688,212819,3163,159202,8,4108,50289
21/07/2020,Los Angeles,County,10257557,2970,181217,46,4516,64908,2644123,4443,217262,3003,162205,51,4159,57948
22/07/2020,Los Angeles,County,10257557,3005,184222,51,4567,57345,2701468,4085,221347,3037,165242,59,4218,36780
23/07/2020,Los Angeles,County,10257557,2661,186883,40,4607,51410,2752878,3745,225092,1956,167198,47,4265,46522
24/07/2020,Los Angeles,County,10257557,2547,189430,41,4648,41201,2794079,3838,228930,1880,169078,37,4302,51003
25/07/2020,Los Angeles,County,10257557,2019,191449,49,4697,30349,2824428,3036,231966,3533,172611,55,4357,41112
26/07/2020,Los Angeles,County,10257557,1131,192580,48,4745,13740,2838168,1029,232995,1711,174322,7,4364,36161
27/07/2020,Los Angeles,County,10257557,2574,195154,44,4789,62837,2901005,3893,236888,2029,176351,15,4379,32439
28/07/2020,Los Angeles,County,10257557,2451,197605,35,4824,59394,2960399,3643,240531,2756,179107,56,4435,38183
29/07/2020,Los Angeles,County,10257557,2234,199839,42,4866,54446,3014845,3486,244017,4493,183600,88,4523,31196
30/07/2020,Los Angeles,County,10257557,2034,201873,43,4909,51596,3066441,3336,247353,2577,186177,41,4564,58771
31/07/2020,Los Angeles,County,10257557,2035,203908,41,4950,52998,3119439,3357,250710,2511,188688,64,4628,23957
01/08/2020,Los Angeles,County,10257557,1608,205516,46,4996,32106,3151545,2431,253141,2335,191023,46,4674,52362
02/08/2020,Los Angeles,County,10257557,890,206406,42,5038,13214,3164759,926,254067,1457,192480,24,4698,59751
03/08/2020,Los Angeles,County,10257557,2100,208506,42,5080,48143,3212902,3346,257413,1623,194103,8,4706,41710
04/08/2020,Los Angeles,County,10257557,2043,210549,53,5133,56253,3269155,3272,260685,1911,196014,58,4764,44070
05/08/2020,Los Angeles,County,10257557,1964,212513,35,5168,49316,3318471,2882,263567,2341,198355,68,4832,31265
06/08/2020,Los Angeles,County,10257557,1918,214431,38,5206,47751,3366222,2837,266404,3017,201372,42,4874,39013
07/08/2020,Los Angeles,County,10257557,2079,216510,35,5241,45418,3411640,3000,269404,3034,204406,50,4924,47343
08/08/2020,Los Angeles,County,10257557,1457,217967,37,5278,26694,3438334,1992,271396,2565,206971,50,4974,53362
09/08/2020,Los Angeles,County,10257557,889,218856,40,5318,12227,3450561,856,272252,1839,208810,10,4984,90883
10/08/2020,Los Angeles,County,10257557,2062,220918,45,5363,46085,3496646,3081,275333,2225,211035,19,5003,83141
11/08/2020,Los Angeles,County,10257557,1582,222500,46,5409,45077,3541723,2472,277805,1386,212421,62,5065,49312
12/08/2020,Los Angeles,County,10257557,1501,224001,35,5444,45656,3587379,2594,280399,2121,214542,54,5119,40964
13/08/2020,Los Angeles,County,10257557,1457,225458,31,5475,39539,3626918,2276,282675,1955,216497,60,5179,38328
14/08/2020,Los Angeles,County,10257557,1409,226867,34,5509,36501,3663419,2282,284957,2586,219083,43,5222,39916
15/08/2020,Los Angeles,County,10257557,1163,228030,37,5546,23830,3687249,1794,286751,1960,221043,30,5252,34799
16/08/2020,Los Angeles,County,10257557,753,228783,39,5585,10445,3697694,731,287482,1193,222236,11,5263,39218
17/08/2020,Los Angeles,County,10257557,1567,230350,40,5625,40088,3737782,2394,289876,1182,223418,19,5282,34288
18/08/2020,Los Angeles,County,10257557,1515,231865,31,5656,39943,3777725,2122,291998,800,224218,57,5339,34222
19/08/2020,Los Angeles,County,10257557,1278,233143,43,5699,41492,3819217,2094,294092,1788,226006,60,5399,23307
20/08/2020,Los Angeles,County,10257557,1282,234425,38,5737,36186,3855403,1972,296064,1486,227492,46,5445,36569
21/08/2020,Los Angeles,County,10257557,1235,235660,35,5772,37873,3893276,2092,298156,1743,229235,49,5494,44588
22/08/2020,Los Angeles,County,10257557,876,236536,42,5814,22448,3915724,1468,299624,1623,230858,46,5540,40191
23/08/2020,Los Angeles,County,10257557,657,237193,30,5844,10221,3925945,698,300322,975,231833,9,5549,42725
24/08/2020,Los Angeles,County,10257557,1598,238791,27,5871,39438,3965383,2204,302526,1203,233036,13,5562,41114
25/08/2020,Los Angeles,County,10257557,1365,240156,32,5903,39331,4004714,1861,304387,925,233961,50,5612,31412
26/08/2020,Los Angeles,County,10257557,1322,241478,28,5931,43398,4048112,1950,306337,1538,235499,53,5665,29795
27/08/2020,Los Angeles,County,10257557,1034,242512,32,5963,34908,4083020,1737,308074,1604,237103,39,5704,37606
28/08/2020,Los Angeles,County,10257557,1011,243523,23,5986,34673,4117693,1702,309776,1441,238544,36,5740,41189
29/08/2020,Los Angeles,County,10257557,809,244332,34,6020,22015,4139708,1303,311079,1271,239815,22,5762,52371
30/08/2020,Los Angeles,County,10257557,655,244987,33,6053,10077,4149785,508,311587,960,240775,10,5772,54923
31/08/2020,Los Angeles,County,10257557,1152,246139,32,6085,39028,4188813,1877,313464,1018,241793,15,5787,39473
01/09/2020,Los Angeles,County,10257557,1114,247253,30,6115,39477,4228290,1500,314964,840,242633,45,5832,44680
02/09/2020,Los Angeles,County,10257557,1103,248356,25,6140,42436,4270726,1728,316692,1366,243999,55,5887,27923
03/09/2020,Los Angeles,County,10257557,942,249298,25,6165,35314,4306040,1520,318212,1027,245026,44,5931,51250
04/09/2020,Los Angeles,County,10257557,876,250174,32,6197,34399,4340439,1517,319729,1370,246396,46,5977,42074
05/09/2020,Los Angeles,County,10257557,572,250746,23,6220,12006,4352445,594,320323,1176,247572,24,6001,47112
06/09/2020,Los Angeles,County,10257557,534,251280,23,6243,9300,4361745,496,320819,744,248316,3,6004,41226
07/09/2020,Los Angeles,County,10257557,628,251908,29,6272,10079,4371824,475,321294,488,248804,26,6030,42790
08/09/2020,Los Angeles,County,10257557,1045,252953,31,6303,46403,4418227,1756,323050,413,249217,4,6034,32324
09/09/2020,Los Angeles,County,10257557,935,253888,29,6332,42118,4460345,1525,324575,659,249876,57,6091,13500
10/09/2020,Los Angeles,County,10257557,882,254770,26,6358,39439,4499784,1307,325882,1127,251003,41,6132,20827
11/09/2020,Los Angeles,County,10257557,979,255749,25,6383,38784,4538568,1370,327252,1054,252057,40,6172,42140
12/09/2020,Los Angeles,County,10257557,681,256430,19,6402,21727,4560295,958,328210,1099,253156,21,6193,49890
13/09/2020,Los Angeles,County,10257557,559,256989,19,6421,9276,4569571,370,328580,794,253950,10,6203,39954
14/09/2020,Los Angeles,County,10257557,1148,258137,18,6439,41658,4611229,1665,330245,672,254622,23,6226,45943
15/09/2020,Los Angeles,County,10257557,1032,259169,21,6460,41899,4653128,1300,331545,426,255048,43,6269,30401
16/09/2020,Los Angeles,County,10257557,1114,260283,20,6480,44594,4697722,1598,333143,1053,256101,30,6299,25704
17/09/2020,Los Angeles,County,10257557,997,261280,18,6498,42576,4740298,1425,334568,1145,257246,19,6318,37797
18/09/2020,Los Angeles,County,10257557,942,262222,15,6513,39202,4779500,1402,335970,1242,258488,6,6324,63128
19/09/2020,Los Angeles,County,10257557,774,262996,18,6531,21589,4801089,1023,336993,1313,259801,1,6325,68333
20/09/2020,Los Angeles,County,10257557,623,263619,15,6546,10295,4811384,552,337545,969,260770,22,6347,55204
21/09/2020,Los Angeles,County,10257557,1233,264852,16,6562,46471,4857855,1666,339211,648,261418,13,6360,53600
22/09/2020,Los Angeles,County,10257557,1085,265937,20,6582,46511,4904366,1353,340564,699,262117,34,6394,31589
23/09/2020,Los Angeles,County,10257557,1076,267013,30,6612,49006,4953372,1514,342078,1201,263318,27,6421,24182
24/09/2020,Los Angeles,County,10257557,1045,268058,19,6631,43295,4996667,1549,343627,1056,264374,31,6452,42510
25/09/2020,Los Angeles,County,10257557,1044,269102,17,6648,39640,5036307,1529,345156,1339,265713,31,6483,54953
26/09/2020,Los Angeles,County,10257557,788,269890,21,6669,21854,5058161,1089,346245,1218,266931,14,6497,68653
27/09/2020,Los Angeles,County,10257557,635,270525,21,6690,10682,5068843,548,346793,823,267754,10,6507,66379
28/09/2020,Los Angeles,County,10257557,1176,271701,21,6711,41273,5110116,1521,348314,650,268404,1,6508,58724
29/09/2020,Los Angeles,County,10257557,1114,272815,11,6722,46183,5156299,1481,349795,842,269246,37,6545,42218
30/09/2020,Los Angeles,County,10257557,1218,274033,14,6736,48165,5204464,1541,351336,1014,270260,23,6568,23349
01/10/2020,Los Angeles,County,10257557,1237,275270,13,6749,43714,5248178,1645,352981,1253,271513,53,6621,41957
02/10/2020,Los Angeles,County,10257557,1039,276309,13,6762,47922,5296100,1553,354534,-578,270935,-19,6602,52465
03/10/2020,Los Angeles,County,10257557,901,277210,12,6774,25909,5322009,1119,355653,934,271869,18,6620,61943
04/10/2020,Los Angeles,County,10257557,704,277914,18,6792,12037,5334046,506,356159,953,272822,5,6625,54101
05/10/2020,Los Angeles,County,10257557,1381,279295,15,6807,53580,5387626,1870,358029,378,273200,7,6632,51521
06/10/2020,Los Angeles,County,10257557,1080,280375,17,6824,54312,5441938,1425,359454,915,274115,25,6657,61630
07/10/2020,Los Angeles,County,10257557,1232,281607,22,6846,56869,5498807,1741,361195,1444,275559,24,6681,19548
08/10/2020,Los Angeles,County,10257557,1173,282780,22,6868,51057,5549864,1598,362793,1204,276763,18,6699,45842
09/10/2020,Los Angeles,County,10257557,1197,283977,13,6881,50735,5600599,1719,364512,1276,278039,16,6715,57233
10/10/2020,Los Angeles,County,10257557,1132,285109,9,6890,26032,5626631,1386,365898,1174,279213,28,6743,67428
11/10/2020,Los Angeles,County,10257557,719,285828,16,6906,12415,5639046,588,366486,977,280190,2,6745,60837
12/10/2020,Los Angeles,County,10257557,1436,287264,15,6921,53724,5692770,1939,368425,771,280961,2,6747,62306
13/10/2020,Los Angeles,County,10257557,1213,288477,20,6941,54285,5747055,1578,370003,755,281716,20,6767,43180
14/10/2020,Los Angeles,County,10257557,1274,289751,18,6959,58404,5805459,1728,371731,1202,282918,19,6786,34076
15/10/2020,Los Angeles,County,10257557,1311,291062,14,6973,52525,5857984,1793,373524,1101,284019,21,6807,43647
16/10/2020,Los Angeles,County,10257557,1277,292339,21,6994,52550,5910534,1835,375359,969,284988,28,6835,54963
17/10/2020,Los Angeles,County,10257557,1061,293400,12,7006,25360,5935894,1333,376692,870,285858,9,6844,57257
18/10/2020,Los Angeles,County,10257557,752,294152,10,7016,12388,5948282,696,377388,329,286187,13,6857,61198
19/10/2020,Los Angeles,County,10257557,1703,295855,17,7033,59328,6007610,2304,379692,932,287119,1,6858,56429
20/10/2020,Los Angeles,County,10257557,1482,297337,14,7047,57978,6065588,1957,381649,608,287727,33,6891,43266
21/10/2020,Los Angeles,County,10257557,1488,298825,14,7061,60045,6125633,1972,383621,369,288096,32,6923,18010
22/10/2020,Los Angeles,County,10257557,1336,300161,14,7075,54575,6180208,1907,385528,3503,291599,12,6935,45963
23/10/2020,Los Angeles,County,10257557,1373,301534,21,7096,53502,6233710,2129,387657,2688,294287,21,6956,38771
24/10/2020,Los Angeles,County,10257557,1079,302613,14,7110,27139,6260849,1428,389085,2036,296323,13,6969,59406
25/10/2020,Los Angeles,County,10257557,817,303430,17,7127,14081,6274930,631,389716,787,297110,4,6973,79753
26/10/2020,Los Angeles,County,10257557,1572,305002,13,7140,63888,6338818,2185,391901,851,297961,6,6979,65821
27/10/2020,Los Angeles,County,10257557,1426,306428,18,7158,63361,6402179,1904,393805,1477,299438,29,7008,47583
28/10/2020,Los Angeles,County,10257557,1379,307807,13,7171,64980,6467159,1769,395574,1288,300726,23,7031,41620
29/10/2020,Los Angeles,County,10257557,1459,309266,18,7189,60761,6527920,2072,397646,1520,302246,15,7046,57478
30/10/2020,Los Angeles,County,10257557,1620,310886,9,7198,54432,6582352,2224,399870,1179,303425,14,7060,73039
31/10/2020,Los Angeles,County,10257557,1434,312320,15,7213,28140,6610492,1680,401550,1279,304704,13,7073,62425
01/11/2020,Los Angeles,County,10257557,1369,313689,18,7231,14249,6624741,850,402400,1513,306217,4,7077,76236
02/11/2020,Los Angeles,County,10257557,2560,316249,13,7244,68282,6693023,3012,405412,1403,307620,2,7079,76999
03/11/2020,Los Angeles,County,10257557,2343,318592,13,7257,64000,6757023,2654,408066,1192,308812,25,7104,46825
04/11/2020,Los Angeles,County,10257557,2450,321042,12,7269,68999,6826022,3042,411108,1644,310456,20,7124,30441
05/11/2020,Los Angeles,County,10257557,2301,323343,10,7279,64593,6890615,3073,414181,1925,312381,22,7146,57077
06/11/2020,Los Angeles,County,10257557,2352,325695,18,7297,64772,6955387,3134,417315,1975,314356,14,7160,74256
07/11/2020,Los Angeles,County,10257557,1968,327663,13,7310,34526,6989913,2270,419585,2400,316756,14,7174,71254
08/11/2020,Los Angeles,County,10257557,1501,329164,15,7325,16025,7005938,1019,420604,2204,318960,2,7176,83578
09/11/2020,Los Angeles,County,10257557,3120,332284,18,7343,74459,7080397,3639,424243,1410,320370,4,7180,77548
10/11/2020,Los Angeles,County,10257557,3091,335375,17,7360,72831,7153228,3495,427738,2199,322569,25,7205,56622
11/11/2020,Los Angeles,County,10257557,3245,338620,15,7375,71457,7224685,3711,431449,1998,324567,15,7220,43546
12/11/2020,Los Angeles,County,10257557,3354,341974,20,7395,75601,7300286,4163,435612,2434,327001,3,7223,57596
13/11/2020,Los Angeles,County,10257557,3739,345713,22,7417,75929,7376215,4673,440285,2363,329364,25,7248,80340
14/11/2020,Los Angeles,County,10257557,3120,348833,18,7435,45573,7421788,3646,443931,3657,333021,21,7269,78453
15/11/2020,Los Angeles,County,10257557,2700,351533,23,7458,23129,7444917,2042,445973,3014,336035,2,7271,87396
16/11/2020,Los Angeles,County,10257557,5032,356565,26,7484,87548,7532465,5742,451715,2743,338778,6,7277,81221
17/11/2020,Los Angeles,County,10257557,4727,361292,37,7521,92103,7624568,5686,457401,2155,340933,25,7302,70681
18/11/2020,Los Angeles,County,10257557,4940,366232,23,7544,94381,7718949,5822,463223,3742,344675,36,7338,51341
19/11/2020,Los Angeles,County,10257557,4855,371087,37,7581,90120,7809069,5835,469058,4818,349493,27,7365,77244
20/11/2020,Los Angeles,County,10257557,5008,376095,25,7606,92022,7901091,6236,475294,4061,353554,33,7398,108066
21/11/2020,Los Angeles,County,10257557,3879,379974,34,7640,59871,7960962,4521,479815,4200,357754,30,7428,117128
22/11/2020,Los Angeles,County,10257557,3160,383134,37,7677,33949,7994911,2633,482448,2587,360341,10,7438,91567
23/11/2020,Los Angeles,County,10257557,6270,389404,40,7717,110404,8105315,6714,489162,6033,366374,9,7447,130467
24/11/2020,Los Angeles,County,10257557,6082,395486,36,7753,111057,8216372,7387,496549,3634,370008,54,7501,68737
25/11/2020,Los Angeles,County,10257557,6304,401790,38,7791,92336,8308708,7742,504291,3911,373919,44,7545,72986
26/11/2020,Los Angeles,County,10257557,3019,404809,33,7824,9939,8318647,1289,505580,4421,378340,36,7581,96642
27/11/2020,Los Angeles,County,10257557,5134,409943,34,7858,39067,8357714,4556,510136,4400,382740,25,7606,108361
28/11/2020,Los Angeles,County,10257557,6496,416439,46,7904,62924,8420638,8728,518864,3454,386194,19,7625,102808
29/11/2020,Los Angeles,County,10257557,4907,421346,35,7939,29415,8450053,3697,522561,4968,391162,17,7642,91337
30/11/2020,Los Angeles,County,10257557,10370,431716,50,7989,123174,8573227,12335,534896,5040,396202,16,7658,46516
01/12/2020,Los Angeles,County,10257557,10645,442361,52,8041,118176,8691403,12679,547575,7064,403266,46,7704,57114
02/12/2020,Los Angeles,County,10257557,10339,452700,52,8093,114524,8805927,12646,560221,5023,408289,35,7739,71740
03/12/2020,Los Angeles,County,10257557,10015,462715,73,8166,117532,8923459,12987,573208,7516,415805,48,7787,89078
04/12/2020,Los Angeles,County,10257557,10070,472785,60,8226,114787,9038246,12698,585906,8359,424164,58,7845,93705
05/12/2020,Los Angeles,County,10257557,8586,481371,69,8295,69129,9107375,10063,595969,8956,433120,43,7888,132471
06/12/2020,Los Angeles,County,10257557,5771,487142,62,8357,31849,9139224,5135,601104,10110,443230,22,7910,141552
07/12/2020,Los Angeles,County,10257557,13529,500671,88,8445,128122,9267346,15919,617023,7822,451052,27,7937,143316
08/12/2020,Los Angeles,County,10257557,13622,514293,66,8511,121865,9389211,16501,633524,8686,459738,67,8004,125584
09/12/2020,Los Angeles,County,10257557,12643,526936,74,8585,115499,9504710,15366,648890,8233,467971,71,8075,132792
10/12/2020,Los Angeles,County,10257557,13423,540359,97,8682,114259,9618969,16150,665040,12383,480354,74,8149,122769
11/12/2020,Los Angeles,County,10257557,13909,554268,116,8798,114432,9733401,16497,681537,13238,493592,49,8198,146340
12/12/2020,Los Angeles,County,10257557,11756,566024,100,8898,73062,9806463,13646,695183,10725,504317,71,8269,155399
13/12/2020,Los Angeles,County,10257557,6745,572769,121,9019,36441,9842904,6333,701516,13155,517472,25,8294,171055
14/12/2020,Los Angeles,County,10257557,17526,590295,127,9146,136834,9979738,20014,721530,7196,524668,46,8340,142022
15/12/2020,Los Angeles,County,10257557,17556,607851,116,9262,129406,10109144,21868,743398,11590,536258,89,8429,140716
16/12/2020,Los Angeles,County,10257557,16300,624151,137,9399,129693,10238837,20626,764024,21649,557907,132,8561,142441
17/12/2020,Los Angeles,County,10257557,16459,640610,147,9546,131566,10370403,20816,784840,13186,571093,96,8657,143413
18/12/2020,Los Angeles,County,10257557,15572,656182,166,9712,126816,10497219,20153,804993,15320,586413,87,8744,185356
19/12/2020,Los Angeles,County,10257557,12077,668259,164,9876,79795,10577014,15214,820207,13475,599888,60,8804,169592
20/12/2020,Los Angeles,County,10257557,7035,675294,173,10049,39895,10616909,7025,827232,13087,612975,58,8862,185904
21/12/2020,Los Angeles,County,10257557,17994,693288,190,10239,144341,10761250,21447,848679,11154,624129,56,8918,158517
